danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,224227,4,40.34864,11,1
0.373,0.813,2,-6.13,1,0.0543,0.0253,0.000227,0.0826,0.647,80.465,208933,4,60.71942,7,1
0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,201271,4,34.39013,10,1
0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4,99.29365,10,1
0.784,0.799,5,-6.7,0,0.065,0.00305,0.00138,0.419,0.613,128.871,193440,4,28.44461,12,0
0.574,0.764,2,-4.797,0,0.228,0.678,0.000974,0.116,0.473,160.044,221533,4,38.19013,8,0
0.464,0.496,0,-6.688,1,0.0447,0.163,0.000501,0.783,0.0803,113.317,193732,4,51.63625,9,0
0.236,0.911,9,-5.437,1,0.0675,3.74e-06,0.842,0.137,0.167,144.896,419538,4,45.96659,11,0
0.822,0.865,1,-2.441,1,0.0469,0.00889,1.27e-06,0.122,0.169,128.017,218000,4,45.09619,10,0
0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.473,116.078,200310,4,33.94862,10,1
0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4,37.72952,11,1
0.339,0.707,0,-5.121,0,0.0428,0.0113,0.0,0.337,0.359,173.993,183808,4,34.06756,9,1
0.494,0.934,8,-13.348,1,0.0561,1.15e-05,0.0606,0.212,0.182,130.026,346004,4,44.92382,14,0
0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968,235120,4,87.81487,7,1
0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,34.86083,11,1
0.861,0.592,10,-5.603,0,0.0965,0.127,0.0,0.205,0.391,105.993,223003,4,24.15901,11,0
0.0752,0.361,4,-10.133,1,0.0324,0.000135,0.815,0.0708,0.0392,79.46,739827,4,18.11812,40,0
0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,57.42572,10,1
0.643,0.748,0,-4.467,1,0.0364,0.0309,0.0,0.154,0.538,161.435,219213,4,18.00857,10,1
0.164,0.91,6,-10.353,1,0.0887,8.64e-06,0.914,0.276,0.178,94.964,285808,4,81.95574,8,0
0.421,0.952,5,-5.746,1,0.262,0.0818,0.00023,0.0814,0.531,83.468,206629,4,26.88392,7,0
0.658,0.814,1,-6.157,0,0.0493,0.0398,0.0,0.114,0.316,109.004,227423,4,27.11328,9,1
0.495,0.974,6,-3.596,1,0.109,2.72e-05,6.81e-06,0.166,0.487,90.999,195387,4,42.85378,10,0
0.479,0.868,1,-7.715,1,0.344,0.209,0.724,0.201,0.494,48.888,130987,4,53.20178,5,0
0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387,4,23.19929,9,1
0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,46.26686,9,1
0.55,0.843,6,-3.038,0,0.0375,0.00384,0.294,0.319,0.204,107.005,213084,4,36.46358,7,0
0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3,71.7475,9,1
0.725,0.796,1,-3.684,1,0.0326,0.0154,0.0,0.354,0.517,101.976,197600,4,28.69018,11,1
0.491,0.452,0,-7.86,1,0.0491,0.579,0.0,0.0907,0.455,160.227,193040,3,25.02696,10,1
0.584,0.688,6,-4.427,0,0.431,0.294,0.0,0.097,0.628,94.971,217659,5,26.69141,9,1
0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,181824,4,23.05724,11,1
0.597,0.785,2,-3.962,1,0.044,0.126,0.0,0.15,0.724,97.447,206920,3,44.01392,11,1
0.709,0.599,7,-3.734,1,0.0304,0.095,0.0,0.0973,0.735,118.975,240760,4,24.92151,10,1
0.474,0.112,0,-17.762,1,0.0297,0.974,0.873,0.112,0.116,106.514,377320,4,18.35119,16,0
0.158,0.872,9,-7.15,1,0.05,8.1e-05,0.942,0.132,0.5,159.915,261733,4,39.22244,12,0
0.705,0.702,0,-4.783,0,0.108,0.138,0.0,0.364,0.771,140.059,250493,4,41.64528,6,1
0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,4,26.66562,11,1
0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,182869,4,81.87351,5,0
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,98.57212,6,1
0.66,0.554,8,-9.219,1,0.072,0.311,0.862,0.0896,0.854,79.958,172042,4,51.02722,7,0
0.876,0.808,3,-5.382,0,0.176,0.107,0.00447,0.121,0.745,112.923,220885,4,29.4718,11,0
0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,4,46.34723,8,1
0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,197133,3,38.68831,11,1
0.624,0.863,7,-8.142,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,386000,4,58.49512,12,0
0.783,0.605,4,-10.574,1,0.106,0.0222,0.00499,0.265,0.848,100.397,237733,4,17.37893,9,0
0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,34.18913,9,1
0.591,0.959,9,-2.515,1,0.057,0.103,0.0,0.779,0.86,163.883,178840,4,24.20764,10,1
0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133,4,34.45472,11,1
0.767,0.471,3,-10.892,0,0.0328,0.18,0.867,0.0797,0.539,109.983,270374,4,105.55665,9,0
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,33.16138,9,1
0.496,0.577,9,-5.305,1,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413,4,42.26902,12,1
0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4,70.23318,10,1
0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,194561,4,47.44412,13,1
0.427,0.774,9,-4.377,1,0.0502,0.287,0.678,0.108,0.154,125.113,149120,4,24.18619,8,0
0.281,0.962,8,-5.752,1,0.0832,0.000228,5.99e-05,0.0648,0.485,121.272,218759,4,34.25348,11,0
0.67,0.454,7,-8.477,1,0.0367,0.853,0.0,0.119,0.793,110.983,189760,4,28.9985,8,0
0.0707,0.0661,5,-22.432,0,0.0403,0.941,0.979,0.0868,0.0326,76.239,159623,5,48.00945,6,0
0.843,0.286,1,-10.575,1,0.352,0.0125,1.69e-06,0.0681,0.265,120.06,146064,4,57.50278,6,1
0.434,0.702,9,-4.681,1,0.0305,0.00346,0.0,0.232,0.15,159.94,233067,4,48.39777,12,1
0.425,0.543,4,-5.179,1,0.0284,0.61,0.00201,0.313,0.316,136.538,232853,4,29.90933,9,1
0.571,0.957,8,-3.468,1,0.0633,0.00209,1.5e-05,0.0425,0.892,149.946,169936,4,36.16217,8,1
0.663,0.658,2,-10.001,1,0.0345,0.295,0.867,0.102,0.0532,117.986,390639,4,48.29727,16,0
0.591,0.658,0,-5.881,0,0.195,0.182,0.0,0.615,0.623,81.933,212347,4,103.71464,4,1
0.44,0.803,5,-6.162,1,0.0512,0.127,0.0,0.128,0.633,79.312,189104,4,39.10883,8,1
0.218,0.986,1,-4.865,0,0.166,6.09e-05,0.051,0.191,0.0364,81.226,247381,4,31.12695,12,0
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4,23.53589,10,1
0.876,0.63,2,-4.992,1,0.135,0.0841,0.0,0.0838,0.316,131.033,340413,4,75.24163,10,1
0.714,0.344,10,-13.333,1,0.032,0.746,0.0,0.119,0.769,106.685,166413,4,40.55773,10,0
0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.206,81.12,236627,4,28.38638,13,1
0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,194732,4,30.08562,9,1
0.687,0.845,7,-4.37,1,0.0576,0.1,0.0,0.0452,0.809,87.972,190227,4,32.98145,8,1
0.385,0.3,3,-12.746,1,0.0363,0.975,0.374,0.769,0.253,90.703,586186,4,38.30842,25,0
0.521,0.58,7,-7.155,1,0.0312,0.103,0.007,0.194,0.377,63.978,191213,3,47.01529,6,0
0.313,0.852,11,-13.922,0,0.0614,0.00115,0.689,0.3,0.357,189.584,308640,4,112.30943,7,0
0.731,0.487,8,-7.63,0,0.0464,0.629,0.0,0.089,0.45,94.999,197521,4,32.0709,8,0
0.547,0.647,11,-9.015,0,0.0371,0.124,0.00752,0.104,0.182,120.045,392375,4,50.51804,17,0
0.501,0.958,7,-5.64,1,0.0444,0.00133,0.616,0.0888,0.426,131.986,300747,4,44.59071,10,0
0.443,0.831,11,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064,173960,4,32.1936,7,1
0.334,0.963,9,-7.399,1,0.108,0.000982,0.00678,0.115,0.122,130.387,291867,4,45.24102,10,0
0.844,0.592,5,-5.486,1,0.199,0.085,0.0,0.0817,0.819,128.033,221000,4,29.6065,14,1
0.674,0.649,1,-8.433,0,0.199,0.191,0.0,0.122,0.48,153.069,153800,4,20.12645,7,1
0.177,0.473,0,-12.152,1,0.0489,0.233,0.895,0.167,0.0514,100.873,661067,4,19.70407,22,0
0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,117395,4,41.91236,6,0
0.661,0.567,8,-11.64,0,0.0372,0.683,0.904,0.115,0.0396,120.033,196000,4,52.26669,8,0
0.261,0.925,4,-4.691,0,0.144,0.00498,0.00433,0.286,0.212,95.031,408125,4,36.61763,14,0
0.655,0.835,1,-3.451,1,0.059,0.0459,0.0,0.409,0.165,91.035,190412,4,58.73743,7,1
0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4,33.97889,8,1
0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,223973,4,29.45828,12,1
0.618,0.565,6,-8.575,0,0.0916,0.00993,7.65e-05,0.0835,0.628,127.985,230156,4,39.87189,8,0
0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4,39.88061,10,1
0.559,0.938,0,-4.388,1,0.0514,0.000398,1.24e-05,0.153,0.46,133.979,208413,4,50.2328,9,0
0.309,0.0126,6,-20.379,0,0.0451,0.988,0.864,0.106,0.0784,119.8,191706,5,19.99275,12,0
0.846,0.774,1,-5.131,1,0.0509,0.00752,0.0,0.207,0.375,120.012,202000,4,21.01609,8,1
0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93e-06,0.0632,0.144,129.889,204360,5,39.03079,9,1
0.606,0.72,1,-5.842,1,0.0374,0.191,0.0,0.108,0.381,90.017,212227,4,52.1639,9,1
0.679,0.443,10,-8.528,0,0.153,0.427,0.0,0.106,0.363,104.049,179973,4,32.95534,7,1
0.268,0.0058,10,-31.607,1,0.0466,0.992,0.929,0.124,0.126,69.709,173697,3,30.20762,6,0
0.725,0.681,10,-9.823,0,0.202,0.0774,1.13e-06,0.91,0.71,99.074,278227,4,46.69692,13,0
0.45,0.871,10,-4.542,0,0.353,0.874,4.63e-06,0.395,0.347,85.922,151861,4,30.18137,8,0
0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,5,48.18518,9,1
0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4,38.44362,8,1
0.52,0.985,2,-6.188,1,0.17,5.48e-05,0.943,0.196,0.0369,99.969,252000,4,36.00995,12,0
0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,222200,4,25.46199,10,1
0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4,29.19948,8,0
0.604,0.222,0,-19.021,1,0.0911,0.952,0.895,0.0951,0.33,125.291,50600,4,19.9824,4,0
0.626,0.67,7,-5.381,1,0.0534,0.318,0.0,0.0429,0.523,73.422,223253,4,16.93477,11,1
0.475,0.751,10,-4.806,1,0.0271,0.643,0.855,0.129,0.142,81.532,240108,4,45.4899,7,0
0.506,0.639,3,-5.222,1,0.0285,0.171,0.0,0.315,0.385,144.073,233200,4,43.45524,9,1
0.738,0.746,10,-6.351,0,0.25,0.187,0.0,0.248,0.785,99.024,201093,4,33.68782,9,1
0.419,0.785,10,-4.483,0,0.0313,0.0289,0.0,0.0799,0.332,152.053,210560,4,41.59261,9,1
0.442,0.655,11,-6.617,1,0.0382,0.342,3.96e-06,0.184,0.541,159.964,235947,4,36.98439,9,0
0.681,0.588,5,-8.977,1,0.0299,0.398,0.00622,0.0906,0.726,124.933,205653,4,36.25127,12,0
0.703,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,319636,4,22.93381,14,0
0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,29.42387,9,1
0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,227560,4,45.29247,8,1
0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,50.28368,9,1
0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453,4,59.68918,9,1
0.822,0.84,1,-4.093,0,0.145,0.102,4.36e-06,0.0613,0.785,106.0,179646,4,78.34616,7,0
0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769,303661,4,36.63937,12,0
0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4,23.51826,13,1
0.194,0.946,2,-5.04,0,0.0742,1.72e-05,0.858,0.355,0.0534,98.626,447298,4,80.29332,15,0
0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,150475,4,30.24642,7,1
0.354,0.391,10,-15.346,1,0.0302,0.0363,0.789,0.148,0.625,151.018,335958,3,78.25467,19,0
0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,18.72527,11,1
0.599,0.491,10,-11.666,0,0.429,0.0395,0.00068,0.655,0.429,177.122,300133,4,17.62022,9,0
0.406,0.662,0,-12.605,0,0.0309,0.000189,0.000358,0.0679,0.362,82.549,339844,3,59.17613,11,0
0.719,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,200880,4,39.01911,9,1
0.445,0.949,7,-2.691,0,0.171,0.149,0.0,0.139,0.384,150.058,260992,4,27.19157,13,0
0.178,0.0658,5,-21.197,1,0.036,0.984,0.0134,0.0594,0.0848,74.763,623280,3,25.40082,31,0
0.338,0.983,7,-5.716,1,0.106,0.000316,0.0,0.697,0.234,102.663,156735,4,38.47368,10,0
0.764,0.176,2,-13.185,1,0.0392,0.31,0.874,0.0869,0.165,114.031,299280,4,43.18819,12,0
0.42,0.823,1,-4.889,1,0.0434,0.00985,0.0,0.103,0.517,163.997,244040,4,29.29767,12,0
0.546,0.908,10,-1.655,0,0.417,0.215,9.47e-06,0.107,0.59,116.885,256133,5,24.9269,16,1
0.424,0.52,11,-10.231,1,0.343,0.00204,0.00413,0.411,0.184,189.613,245253,4,36.69075,13,1
0.548,0.673,1,-5.29,1,0.0268,0.0158,0.0,0.0794,0.652,81.947,200533,4,19.11801,7,1
0.316,0.987,7,-3.501,0,0.124,2.04e-06,0.0377,0.348,0.137,159.983,227573,4,50.24418,12,0
0.524,0.303,0,-6.772,1,0.0467,0.842,0.0,0.11,0.523,185.629,207907,4,27.47091,9,0
0.168,0.995,6,-1.236,0,0.293,1.35e-06,0.972,0.184,0.0699,163.599,253907,4,38.08046,11,0
0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4,61.98605,11,1
0.179,0.0972,7,-26.884,0,0.0481,0.991,0.942,0.101,0.218,132.111,224981,4,40.65247,10,0
0.685,0.863,7,-5.133,1,0.222,0.00525,0.438,0.312,0.53,183.944,262478,4,20.55789,11,0
0.62,0.748,2,-8.726,1,0.0298,0.0639,8.65e-05,0.141,0.628,96.52,236307,4,45.82593,10,0
0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,222213,4,39.44781,11,1
0.51,0.997,11,-3.336,0,0.17,2.87e-05,0.937,0.405,0.102,120.06,190947,3,83.43969,6,0
0.271,0.897,1,-4.406,1,0.0576,4.01e-06,0.216,0.377,0.211,107.44,317200,4,40.9193,9,0
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,50.62529,8,1
0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,177253,4,37.67881,7,1
0.379,0.618,5,-7.065,1,0.0586,0.337,5.1e-06,0.102,0.4,147.53,209560,4,40.31436,10,1
0.604,0.509,0,-6.467,1,0.0363,0.227,1.36e-05,0.112,0.198,86.039,180967,4,39.14489,8,0
0.224,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566,262533,4,39.08205,9,0
0.674,0.778,0,-5.367,1,0.0376,0.0469,0.0,0.145,0.816,90.01,189933,4,30.54427,9,1
0.733,0.562,6,-9.647,0,0.0763,0.606,0.934,0.0932,0.34,90.05,168000,4,65.05178,7,0
0.108,0.0211,2,-29.137,0,0.0492,0.954,0.939,0.101,0.0321,80.811,403776,4,18.63278,23,0
0.635,0.721,10,-4.811,0,0.049,0.0324,0.0,0.222,0.499,148.064,200253,4,32.49051,10,1
0.599,0.756,7,-8.592,0,0.0407,0.0502,0.0534,0.18,0.145,98.006,204704,4,67.38042,7,0
0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4,24.65266,9,1
0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,196040,4,56.28993,9,1
0.641,0.745,4,-6.496,1,0.0324,0.0607,5.88e-06,0.104,0.719,90.501,204880,4,38.17194,11,1
0.399,0.0374,7,-28.436,1,0.0629,0.961,0.839,0.0965,0.825,75.062,238853,4,36.08365,11,0
0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,238183,4,20.39697,9,0
0.687,0.919,10,-3.28,1,0.0635,0.0939,4.38e-06,0.105,0.877,145.037,211034,4,28.57076,10,0
0.586,0.732,8,-6.171,1,0.0279,0.176,0.0,0.148,0.582,150.109,221801,4,29.27935,11,1
0.457,0.846,4,-8.547,1,0.0477,0.0598,0.0,0.34,0.851,177.353,216867,4,39.0935,10,1
0.558,0.814,2,-5.378,1,0.0645,0.0129,0.0,0.0666,0.672,157.959,246613,4,21.97425,12,1
0.241,0.126,9,-20.532,1,0.0335,0.939,0.774,0.0721,0.0524,68.321,314677,3,112.17614,8,0
0.795,0.903,0,-8.295,0,0.047,0.000605,0.911,0.149,0.468,127.999,431475,4,61.14399,12,0
0.792,0.764,5,-5.748,0,0.131,0.0956,0.00446,0.0515,0.601,99.989,225513,4,29.73965,10,0
0.576,0.912,9,-3.623,1,0.0403,0.0182,0.0,0.293,0.727,79.981,261747,4,48.45556,9,1
0.423,0.955,1,-7.547,1,0.169,0.000137,0.00775,0.953,0.113,85.004,248213,4,19.58161,9,0
0.748,0.648,10,-6.445,0,0.0816,0.481,0.0,0.126,0.726,139.952,123560,4,26.68713,5,1
0.805,0.653,7,-7.076,0,0.0829,0.109,0.0,0.074,0.417,92.017,173054,4,53.67562,8,1
0.182,0.915,8,-3.89,1,0.0956,5.33e-05,0.675,0.705,0.323,130.697,184693,4,33.07398,11,0
0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,272069,4,93.17564,12,1
0.258,0.96,11,-5.514,1,0.087,0.000408,0.347,0.0673,0.141,175.106,401031,4,68.70535,17,0
0.228,0.00385,9,-35.213,0,0.0449,0.995,0.917,0.0858,0.117,141.201,163000,3,32.84297,7,0
0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,171120,4,24.9381,6,1
0.606,0.66,9,-5.788,1,0.258,0.743,0.0,0.396,0.317,83.746,239733,4,41.40911,11,1
0.636,0.428,0,-6.512,1,0.0375,0.434,1.02e-05,0.0903,0.32,139.919,181053,4,29.79872,9,1
0.491,0.469,1,-7.954,1,0.0251,0.681,0.675,0.201,0.566,84.982,207527,4,34.84812,10,0
0.638,0.733,4,-4.7,1,0.052,0.231,0.0,0.103,0.651,87.999,183947,4,33.67267,9,1
0.685,0.768,4,-2.753,1,0.0336,0.0584,0.0,0.144,0.322,72.49,198413,4,68.72725,8,0
0.233,0.953,10,-7.579,1,0.0461,0.00932,0.841,0.102,0.658,99.738,106440,4,18.4811,3,0
0.473,0.941,9,-5.431,1,0.062,0.342,8.92e-05,0.275,0.303,180.195,246700,4,16.17983,9,0
0.434,0.82,2,-6.355,1,0.0368,0.00712,0.0247,0.102,0.123,174.083,248089,4,22.8555,12,0
0.501,0.987,8,-4.794,0,0.133,2.52e-05,0.275,0.365,0.213,129.981,196002,4,18.01039,8,0
0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,251989,4,28.45649,16,1
0.514,0.54,0,-6.819,1,0.0263,0.045,0.0194,0.0878,0.309,101.061,198787,4,38.42755,9,0
0.353,0.0175,11,-22.767,1,0.0456,0.989,0.901,0.0971,0.286,106.507,126938,3,41.79993,5,0
0.691,0.407,0,-9.053,1,0.0473,0.792,0.642,0.783,0.491,128.039,236400,4,91.69976,9,0
0.64,0.944,6,-3.803,1,0.226,0.00951,0.000159,0.858,0.814,98.032,179440,4,19.90553,11,0
0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23e-05,0.337,0.342,91.993,235800,4,26.37151,11,1
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,25.26028,10,1
0.578,0.288,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.983,90316,4,60.89476,4,0
0.791,0.581,11,-7.323,0,0.286,0.0113,0.0,0.35,0.438,162.99,181812,4,38.08253,11,1
0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,199947,4,26.89489,10,1
0.736,0.783,6,-7.354,0,0.0807,0.0139,0.000111,0.079,0.713,115.178,406857,4,17.99183,15,0
0.511,0.719,5,-6.261,1,0.117,0.198,0.0,0.545,0.61,77.481,294775,4,26.14911,16,1
0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,90027,4,37.28531,5,0
0.538,0.664,1,-6.318,1,0.0392,0.193,0.0,0.0918,0.366,154.033,256747,4,29.1165,9,1
0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4,47.29151,11,1
0.24,0.598,7,-8.435,1,0.037,0.766,0.0,0.117,0.776,202.082,151933,3,23.72692,10,1
0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,216391,4,34.60655,11,1
0.524,0.975,9,-4.106,0,0.155,0.0018,0.0198,0.0596,0.323,174.998,196893,4,59.53034,9,0
0.723,0.743,5,-5.753,0,0.316,0.178,0.0,0.238,0.495,79.964,210240,4,23.36166,8,0
0.247,0.0119,3,-21.038,1,0.0483,0.988,0.704,0.098,0.132,77.255,414840,4,44.57116,21,0
0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,356091,4,27.41772,15,0
0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,195973,4,30.11605,8,1
0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4,33.89121,10,1
0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133,4,23.86222,9,1
0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,4,52.55034,9,1
0.89,0.641,1,-10.766,1,0.141,0.13,0.00136,0.0714,0.442,119.961,213500,4,30.50348,9,0
0.778,0.801,9,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97.47,216573,4,40.90792,10,1
0.95,0.432,9,-5.457,1,0.109,0.0249,1.43e-05,0.155,0.769,109.99,180760,4,34.38839,10,1
0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4,31.97926,10,1
0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4,27.81374,9,1
0.524,0.679,6,-8.68,1,0.0435,0.583,5.79e-05,0.163,0.676,172.977,228107,4,39.94123,10,1
0.626,0.591,6,-8.438,0,0.0383,0.00399,0.765,0.163,0.458,97.0,338467,4,34.71537,12,0
0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,200205,4,29.44275,9,1
0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827,4,46.39937,6,1
0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,26.01458,10,1
0.315,0.925,0,-4.507,1,0.117,0.00296,0.0642,0.114,0.415,185.305,210640,4,31.12529,10,1
0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,43.39184,13,1
0.619,0.549,7,-9.379,1,0.0303,0.508,0.269,0.0712,0.245,112.848,187093,4,29.23248,12,0
0.741,0.323,11,-12.565,0,0.35,0.757,3.75e-06,0.634,0.43,107.571,217773,4,63.7617,9,0
0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,274093,4,52.86764,9,1
0.476,0.92,10,-3.223,1,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640,4,29.99762,9,1
0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,22.48781,13,1
0.352,0.8,9,-5.21,1,0.113,0.000985,0.000163,0.236,0.336,136.472,98253,4,48.04432,5,0
0.693,0.815,8,-5.087,1,0.0284,0.0059,2.68e-06,0.29,0.646,108.051,227154,4,40.75955,13,0
0.862,0.766,10,-2.531,0,0.159,0.514,1.56e-05,0.0881,0.633,97.071,190515,4,26.00637,10,0
0.679,0.606,10,-7.675,0,0.0697,0.00564,0.632,0.118,0.209,179.985,161333,4,32.67628,9,0
0.52,0.775,0,-4.174,1,0.0554,0.411,0.0,0.157,0.401,206.097,286322,4,28.38801,17,1
0.455,0.897,9,-4.879,1,0.0403,0.0183,0.0,0.174,0.728,160.139,212067,4,77.51629,5,1
0.671,0.786,8,-4.857,1,0.14,0.115,0.0,0.363,0.621,106.057,196817,4,21.46289,9,1
0.37,0.87,5,-2.09,1,0.271,0.0415,0.0,0.604,0.331,79.092,250240,4,28.48002,13,1
0.467,0.573,3,-9.266,0,0.0307,0.000917,0.788,0.341,0.248,104.938,547400,3,41.82897,14,0
0.131,0.717,9,-11.582,0,0.0733,0.0155,0.00326,0.936,0.198,157.652,390984,3,40.6378,14,0
0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,369627,4,31.11689,20,1
0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4,52.41884,6,0
0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,4,35.24588,13,1
0.546,0.564,1,-14.672,0,0.0585,0.00238,0.712,0.382,0.0433,171.993,248387,4,90.51845,9,0
